STATEFIP,YEAR,industry,emp_weighted,n_obs,total_emp,emp_share
46,1996,Manufacturing - Nondurable goods,247886.0345,577,4039611.9862,0.061363822898540935
46,1996,Mining and logging,29647.6709,72,4039611.9862,0.00733923728350185
46,1996,Other services,139576.5835,334,4039611.9862,0.03455197775846227
46,1996,Professional and business services,431810.111,1032,4039611.9862,0.10689395726003799
46,1996,Retail trade,833958.9082,1943,4039611.9862,0.20644529995676442
46,1996,Transportation and warehousing,184917.061,456,4039611.9862,0.04577594621258379
46,1996,Utilities,43563.7594,110,4039611.9862,0.0107841445041804
46,1996,Wholesale trade,157931.5027,386,4039611.9862,0.0390957109840056
46,1997,Construction,244834.305,580,4097883.939,0.05974652006853726
46,1997,Education and health services,815686.3113,1971,4097883.939,0.19905061330239884
46,1997,Financial activities,251454.0815,588,4097883.939,0.06136193343761755
46,1997,Government,170595.354,420,4097883.939,0.041630108743789876
46,1997,Information,50821.1466,116,4097883.939,0.012401802334207105
46,1997,Leisure and hospitality,85328.4494,211,4097883.939,0.02082256371097288
46,1997,Manufacturing - Durable goods,388000.5802,879,4097883.939,0.0946831550077241
46,1997,Manufacturing - Nondurable goods,205361.0449,453,4097883.939,0.05011392415133015
46,1997,Mining and logging,45662.3157,109,4097883.939,0.011142901160627527
46,1997,Other services,154006.4483,354,4097883.939,0.03758194487508642
46,1997,Professional and business services,456332.5168,1057,4097883.939,0.11135808714762138
46,1997,Retail trade,858579.9706,1997,4097883.939,0.20951788371281152
46,1997,Transportation and warehousing,172719.6591,402,4097883.939,0.04214849948682258
46,1997,Utilities,36484.0329,83,4097883.939,0.00890313963086596
46,1997,Wholesale trade,162017.7227,381,4097883.939,0.039536923229586865
46,1998,Construction,273006.2712,614,4322285.2682,0.06316248332995672
46,1998,Education and health services,821842.6689,1911,4322285.2682,0.1901407745912739
46,1998,Financial activities,314411.3495,714,4322285.2682,0.07274192469738017
46,1998,Government,145124.2128,334,4322285.2682,0.03357580626797372
46,1998,Information,52743.5505,118,4322285.2682,0.012202700013357716
46,1998,Leisure and hospitality,110529.182,251,4322285.2682,0.025571931314480194
46,1998,Manufacturing - Durable goods,389656.4027,849,4322285.2682,0.09015055196999318
46,1998,Manufacturing - Nondurable goods,223871.8027,503,4322285.2682,0.05179477725523438
46,1998,Mining and logging,14923.0654,32,4322285.2682,0.0034525868780092474
46,1998,Other services,166752.8832,377,4322285.2682,0.03857979583782624
46,1998,Professional and business services,588306.2846,1161,4322285.2682,0.13611000850135882
46,1998,Retail trade,838599.3667,1863,4322285.2682,0.1940175889985234
46,1998,Transportation and warehousing,149299.10510000002,330,4322285.2682,0.03454170556451382
46,1998,Utilities,33414.1418,77,4322285.2682,0.007730665545338982
46,1998,Wholesale trade,199804.9811,449,4322285.2682,0.04622669923477959
46,1999,Construction,291309.6759,633,4299746.7968999995,0.06775042570181722
46,1999,Education and health services,939977.3876,2143,4299746.7968999995,0.2186122653263439
46,1999,Financial activities,306014.3191,680,4299746.7968999995,0.07117031154500261
46,1999,Government,146267.6422,356,4299746.7968999995,0.03401773385945772
46,1999,Information,47771.2564,104,4299746.7968999995,0.011110248732423448
46,1999,Leisure and hospitality,92172.4382,206,4299746.7968999995,0.021436713033068325
46,1999,Manufacturing - Durable goods,363994.5951,785,4299746.7968999995,0.08465489069319854
46,1999,Manufacturing - Nondurable goods,203649.4778,448,4299746.7968999995,0.047363132626048056
46,1999,Mining and logging,14311.8175,30,4299746.7968999995,0.0033285256495378824
46,1999,Other services,148651.9941,328,4299746.7968999995,0.03457226695469
46,1999,Professional and business services,485724.667,1036,4299746.7968999995,0.11296587681632655
46,1999,Retail trade,866104.1771,1903,4299746.7968999995,0.20143143724752294
46,1999,Transportation and warehousing,134537.0604,299,4299746.7968999995,0.03128953093168127
46,1999,Utilities,49560.9939,114,4299746.7968999995,0.011526491265888525
46,1999,Wholesale trade,209699.2946,464,4299746.7968999995,0.04877014961699314
46,2000,Construction,296641.2217,649,4416158.9047,0.06717177259728871
46,2000,Education and health services,985838.751,2253,4416158.9047,0.22323443795258324
46,2000,Financial activities,333531.0615,739,4416158.9047,0.07552514950153442
46,2000,Government,174246.3665,410,4416158.9047,0.03945654362993013
46,2000,Information,44366.8717,101,4416158.9047,0.010046484435327163
46,2000,Leisure and hospitality,111653.8244,249,4416158.9047,0.025283017846384516
46,2000,Manufacturing - Durable goods,381188.817,829,4416158.9047,0.08631682537381319
46,2000,Manufacturing - Nondurable goods,167112.1102,359,4416158.9047,0.03784105459206802
46,2000,Mining and logging,24783.9085,55,4416158.9047,0.0056120961756206626
46,2000,Other services,172323.3458,371,4416158.9047,0.03902109265511277
46,2000,Professional and business services,450711.7374,1022,4416158.9047,0.1020596738311023
46,2000,Retail trade,865283.0057,1912,4416158.9047,0.19593565910391095
46,2000,Transportation and warehousing,158853.6859,356,4416158.9047,0.03597100768519364
46,2000,Utilities,61177.3759,138,4416158.9047,0.013853073954130263
46,2000,Wholesale trade,188446.8215,413,4416158.9047,0.04267211066600006
46,2001,Construction,296652.0385,782,4425092.7139,0.06703860408803718
46,2001,Education and health services,1002232.3917,2805,4425092.7139,0.22648845041185478
46,2001,Financial activities,348251.5742,929,4425092.7139,0.07869927179290054
46,2001,Government,167293.4911,488,4425092.7139,0.037805646551653374
46,2001,Information,53357.0123,141,4425092.7139,0.012057829236525638
46,2001,Leisure and hospitality,105263.5775,289,4425092.7139,0.02378788068538055
46,2001,Manufacturing - Durable goods,313283.401,844,4425092.7139,0.07079702534049091
46,2001,Manufacturing - Nondurable goods,190088.668,511,4425092.7139,0.04295699102595022
46,2001,Mining and logging,14216.6482,41,4425092.7139,0.0032127345389494303
